domain,algorithm,model,token_id,token,count,source_file
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,31209,swedish,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,30462,swift,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,28865,switching,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,20185,symbol,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,36396,symbolic,2,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,55443,symmetric,2,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,46220,symmetry,2,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,6925,syn,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,14453,synchron,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,22183,synchronized,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,80526,synerg,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,84287,synt,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,39975,synthesis,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,28367,synthetic,4,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,1887,system,7,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,37538,systematic,4,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,6067,systems,6,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,350,t,2,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,5769,tab,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,2007,table,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,22118,tackle,5,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,82457,tackled,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,43581,tackles,2,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,57911,tackling,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,9986,tail,3,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,52056,tailor,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,41891,tailored,3,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,97445,taipei,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,1935,take,4,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,5097,takes,4,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,4737,taking,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,37565,tales,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,67042,tandem,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,2218,target,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,17550,targeted,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,3465,task,13,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,9256,tasks,14,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,36263,tastes,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,88004,taxing,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,25610,tc,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,4639,teach,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,11326,teacher,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,11156,technical,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,15105,technique,17,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,12823,techniques,23,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,9499,temperature,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,19502,tempor,2,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,37015,temporal,5,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,8541,tend,2,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,31954,tendency,3,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,22781,tens,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,466,ter,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,4751,term,4,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,61937,termed,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,35508,termination,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,3878,terms,2,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,80930,tess,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,1296,test,9,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,7649,testing,4,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,7177,tests,3,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,1495,text,9,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,22755,texts,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,63633,textual,2,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,339,th,2,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,1109,than,4,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,9523,thanks,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,872,their,25,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,5694,themselves,2,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,32887,theoretical,6,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,63234,theoretically,7,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,26018,theories,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,10334,theory,2,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,1070,there,7,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,28592,thereby,5,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,15636,therefore,4,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,2574,things,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,17879,thorough,4,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,27461,thoroughly,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,3582,though,3,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,3463,thought,2,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,43766,thoughtful,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,9214,thousands,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,2380,three,6,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,12447,threshold,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,57240,thresholds,2,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,1555,through,42,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,8617,thus,4,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,17791,tied,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,892,time,8,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,3115,times,2,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,4037,token,2,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,11460,tokens,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,8941,ton,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,5507,tool,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,66994,toolkit,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,7526,tools,2,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,1948,top,6,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,8712,topic,3,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,2860,total,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,11292,tough,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,7119,towards,3,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,1305,tr,2,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,3839,track,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,34156,tracked,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,15415,trad,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,6696,trade,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,8776,traditional,13,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,9629,traffic,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,9025,trail,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,5542,train,2,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,16572,trained,2,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,4967,training,20,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,18027,trait,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,86648,trajectories,2,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,24614,tran,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,8481,transfer,2,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,9140,transform,3,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,18475,transformation,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,43678,transformer,4,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,81632,transformers,5,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,46890,transforming,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,9320,transition,3,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,34692,transitions,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,48018,translates,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,39141,translation,2,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,78768,transmitting,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,12020,treated,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,6514,treatment,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,5021,tree,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,28040,tremendous,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,9327,trend,2,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,18845,trends,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,34553,tricky,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,6818,tried,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,8346,trigger,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,82987,trimming,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,36747,trivial,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,837,true,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,9615,truly,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,4560,trying,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,14019,tube,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,26306,tune,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,42438,tuning,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,1403,two,7,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,13129,typ,2,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,955,type,5,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,4595,types,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,14595,typical,5,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,11383,typically,5,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,73787,ucid,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,13967,ultimately,4,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,6370,ums,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,653,un,7,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,76547,unanswered,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,74315,unbiased,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,36218,uncertain,2,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,69867,uncertainties,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,27924,uncertainty,3,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,45063,uncover,2,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,20526,unct,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,1234,under,12,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,16940,underlying,3,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,26445,unders,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,3619,understand,5,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,49839,understandable,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,8830,understanding,8,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,77344,undesirable,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,79675,unearth,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,16907,unexpected,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,96691,unfore,2,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,EXP,meta-llama__Llama-3.1-8B-Instruct,19173,unfortunately,1,rewritten_ai_EXP_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
