domain,algorithm,model,rank,token_id,token,count,source_file
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,51,1093,like,12,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,52,5361,multiple,12,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,53,4876,graph,12,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,54,2134,range,11,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,55,7068,generate,11,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,56,21091,demonstrated,11,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,57,2204,different,11,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,58,704,out,11,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,59,3196,based,11,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,60,50460,mitigate,11,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,61,27375,effectiveness,11,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,62,1579,high,11,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,63,6982,shown,11,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,64,12207,significantly,11,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,65,990,work,10,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,66,1070,there,10,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,67,1005,use,10,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,68,4028,across,10,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,69,4245,due,10,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,70,11383,typically,10,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,71,5825,provides,10,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,72,445,l,10,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,73,20461,demonstrate,10,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,74,30828,neural,10,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,75,2225,both,10,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,76,4519,features,10,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,77,14488,networks,9,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,78,1101,also,9,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,79,5107,difficult,9,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,80,18000,abilities,9,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,81,864,pre,9,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,82,1511,used,9,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,83,6975,learning,9,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,84,312,re,9,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,85,5410,standard,9,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,86,1063,some,9,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,87,1401,key,9,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,88,5629,first,9,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,89,3465,task,9,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,90,2949,within,9,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,91,10550,dataset,8,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,92,1510,current,8,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,93,18065,involves,8,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,94,4819,issues,8,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,95,832,one,8,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,96,3118,present,8,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,97,19874,investigate,8,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,98,28462,enabling,8,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,99,6051,recently,8,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,100,2391,during,8,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,101,5199,significant,8,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,102,8617,thus,8,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,103,16865,evaluation,8,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,104,1972,real,8,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,105,2686,address,8,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,106,1495,text,8,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,107,20124,outcomes,8,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,108,13882,widely,8,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,109,6485,complex,8,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,110,7524,effective,7,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,111,14090,largely,7,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,112,45863,specifically,7,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,113,6492,analysis,7,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,114,53120,surpass,7,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,115,12742,distinct,7,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,116,8720,assess,7,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,117,11352,discovered,7,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,118,1766,found,7,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,119,3823,human,7,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,120,16757,superior,7,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,121,743,set,7,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,122,26350,scenarios,7,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,123,5829,uses,7,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,124,927,over,7,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,125,24038,generating,7,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,126,1614,state,7,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,127,11774,challenges,7,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,128,502,new,7,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,129,13750,effectively,7,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,130,55580,computational,7,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,131,7648,most,7,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,132,5039,shows,7,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,133,20414,approaches,6,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,134,57708,experimental,6,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,135,2536,non,6,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,136,2217,image,6,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,137,19486,applying,6,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,138,28696,facilitate,6,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,139,3085,offer,6,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,140,2410,power,6,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,141,21736,involve,6,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,142,1139,into,6,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,143,892,time,6,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,144,30013,previous,6,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,145,4754,potential,6,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,146,2038,information,6,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,147,25885,phenomenon,6,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,148,12384,algorithm,6,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,149,8625,remains,6,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,150,52913,incorporating,6,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,151,3293,recent,6,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,152,7863,compared,6,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,153,7718,essential,6,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,154,52924,incorporates,6,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,155,22581,solving,6,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,156,6484,existing,6,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,157,2731,better,6,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,158,653,un,6,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,159,14592,derived,6,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,160,20397,despite,6,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,161,1664,well,6,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,162,14993,struggle,6,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,163,9395,aim,5,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,164,4375,works,5,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,165,1234,under,5,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,166,34564,deep,5,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,167,36050,improves,5,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,168,4726,further,5,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,169,13340,representation,5,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,170,3488,question,5,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,171,33511,combines,5,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,172,1403,two,5,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,173,30714,propose,5,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,174,8040,developed,5,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,175,3428,low,5,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,176,1253,may,5,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,177,17283,building,5,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,178,33164,leverage,5,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,179,13171,capable,5,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,180,3892,several,5,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,181,904,any,5,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,182,4048,learn,5,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,183,12914,framework,5,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,184,14134,frequently,5,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,185,18911,presents,5,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,186,28289,notable,5,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,187,15105,technique,5,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,188,11469,developing,5,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,189,1148,what,5,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,190,7029,wide,5,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,191,26793,insights,5,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,192,15813,assessment,5,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,193,23669,optimal,5,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,194,4787,conditions,5,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,195,24296,furthermore,5,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,196,5129,longer,5,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,197,17383,mechanism,5,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,198,3682,major,5,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,199,23537,requiring,5,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,200,7612,requires,5,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,201,51242,employs,5,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,202,3575,problem,5,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,203,17357,capabilities,5,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,204,7347,limited,5,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,205,1524,even,5,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,206,4972,prior,5,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,207,2237,level,5,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,208,2753,less,5,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,209,955,type,5,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,210,4689,general,5,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,211,78223,expressive,5,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,212,25607,identifying,5,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,213,19303,flexible,4,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,214,13878,aspects,4,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,215,922,about,4,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,216,6666,attention,4,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,217,3508,whether,4,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,218,1520,help,4,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
